P1,P2
0.029891325621731354,-0.6993615006937225
0.012616877387633684,0.6998862867673472
-0.6742764995761954,0.18801915359684207
0.5244985912279606,0.46357440373675146
-0.5196981415748331,0.4689497218718278
0.2269142046275126,-0.6622008333868685
0.3104522202140904,0.627390961812602
0.22235183286822832,-0.6637466854306238
-0.2881522586563414,0.6379406522798565
0.2994869432484871,-0.632698641395473
0.6201865520614351,0.32460536138848467
-0.653525165323483,0.2508084095259051
0.27227670538626075,0.6448762638708323
-0.3760389037251928,-0.5904191247623634
-0.11749948532321072,0.6900680190740479
-0.6519537954009594,-0.25486515780365865
-0.13086025608852303,-0.6876595039526802
0.5396189094859922,0.44588275647881753
0.36652264838394544,-0.5963733295693383
-0.6873332192476445,0.1325633649190811
0.5504242133255833,0.43247333488310313
0.25168424094119524,-0.6531883670594986
-0.3576116065437588,0.6017590372110683
0.027280348911319717,0.6994682141193241
0.04330164517063062,0.6986594073835382
-0.1485807590695647,-0.6840495289336233
-0.22738732720427332,0.6620385211050008
0.058922917896125714,0.697515655556638
0.22753646043995232,-0.661987280218025
0.03715945156419857,-0.6990130007084617
-0.47079971855121605,0.5180228035637965
-0.00445809748071555,-0.6999858036895122
0.0584669295280018,0.6975540252565156
0.638979360151082,0.28584152480161756
0.6489445030162186,-0.26243290953124176
0.42781724042635544,-0.5540509081248562
-0.6219392429356481,-0.3212344596967033
0.1573353259740552,-0.6820891402160261
-0.6424432717061652,-0.27796877997264063
-0.13317423903705813,0.6872151206550249
-0.5526620173539258,0.42960993304891
0.494932433640534,-0.4950170564037752
-0.6881551731627953,0.12822814686831885
-0.3441757816416559,-0.6095432973393728
-0.09192808303972128,-0.6939374810086584
0.6740640777501347,0.18877928669973398
-0.18581735081001916,0.6748865920567293
0.604703653541984,-0.3526095452380383
0.5162467611348558,-0.4727465299901958
-0.03398981816896518,0.6991742931922201
0.49771770548626154,0.49221650281709467
0.2927389901215953,0.6358489472056932
-0.183671295305464,0.6754738005880117
-0.34080455443683744,0.6114345882227376
-0.6779620270029624,0.1742627038182137
0.5048103105703489,0.4849397388767679
0.07763368511481995,-0.6956816879403201
0.30579135983241296,-0.629675824731936
0.03932120779415338,0.6988947292816057
-0.656586870751905,-0.24268020346995986
0.6962131954516909,-0.07271304201410879
0.10622204003786448,0.6918936899626953
-0.686877606179393,0.1349042405903782
0.206547844255329,0.6688333036216695
0.13153788293964386,0.6875302068649468
-0.02232733479248221,0.6996438309033135
-0.014990128266209556,-0.6998394787767853
-0.6672118777370204,-0.2117269709003539
0.16304923535643223,0.6807458753820568
0.2263588526059847,-0.6623908739157734
0.3253637829618616,0.619789003400953
0.574368563397368,0.4001259219056466
-0.6279710282128795,-0.30927720207810144
-0.03470501597480415,-0.699139157726263
-0.2539982169683204,0.652292040252611
0.44168698968239206,0.5430585632740786
-0.5012009822475968,-0.4886691880956319
0.5465673109255293,0.4373375980036883
0.31877427403624936,0.6232037886700161
0.07612312451534588,0.6958485969763977
0.40942509580430175,-0.5677773251245934
0.5798375701449736,-0.39215863148523555
-0.013060095699783036,0.6998781564674758
-0.24705252712512793,0.6549542341576913
-0.37873157068028424,-0.5886955047985714
0.6685690014851273,-0.20740176048717557
-0.3979924606259553,-0.5758489396403342
-0.5622427838582408,-0.4169928680437298
0.3025414992976118,-0.631243725673969
0.41811515678489786,0.5614086886277592
-0.025757697998160786,-0.6995259401865205
-0.5480662503606694,-0.43545767327674456
0.12449005048471189,0.6888412206962602
-0.054851604052522734,-0.6978476205683195
-0.5511145885973728,-0.4315932231107764
-0.37170075641113515,0.5931597994498531
-0.1905713861006994,0.6735596089431566
-0.6188830155783323,-0.3270838012324513
0.05705479968006446,0.6976709466743385
0.30223151282455846,-0.63139220192823
-0.557272953269692,0.4236116801435906
0.06073184654200325,-0.6973604826885436
-0.25273620283700815,0.6527820553412377
-0.5273900789902375,0.4602822010274469
0.3418940780752653,-0.6108260303695843
0.5281124232208885,0.45945322769544356
0.2203965961044577,0.6643984801499537
-0.052533209443574376,-0.6980259750937335
0.4513622087982613,-0.5350440696510472
-0.08737482148933948,-0.6945254787044935
0.0744576059275152,-0.6960287816746825
0.434309791540922,-0.5489763246003245
0.6906513809221756,0.11402048074925757
-0.6700743794388168,0.20248537235979433
0.5804875697085901,-0.39119583511818573
0.5007603035429595,-0.4891207605444313
-0.48537157789656643,-0.5043951143401344
-0.04120993308456313,-0.6987859052779798
-0.03157417237173856,0.6992875457485567
-0.6973726314574891,0.06059218509062939
-0.5080286860747979,0.48156708164607176
0.20036532896624648,-0.6707113648569314
-0.21330951390791605,-0.6667076205326954
-0.3274172651300429,0.6187066627205199
-0.19977353680068657,0.6708878699113173
-0.3614764027667664,-0.5994454189021703
0.2401185475850199,-0.6575280093696849
0.5621710577681824,-0.4170895608952624
-0.3898559905087488,-0.5813882581067855
-0.03714621175457195,-0.6990137044094947
-0.6387048241152515,-0.2864544425417514
0.061508477318653824,-0.6972924115591252
0.3740180665880899,-0.5917013485413964
-0.4100950178319879,-0.5672936420843984
-0.6107476033744245,0.3420341576106057
0.5314217401077224,-0.45562148121097223
-0.1827420338770187,-0.6757257942793737
0.26019457391327055,-0.6498451998023003
-0.6081356496222798,0.34665693655037055
0.6086700197938162,-0.3457178141261965
-0.2331390496762613,-0.6600349865848398
-0.6747960264420049,0.18614597147959178
0.3637037853213939,0.5980966113788719
0.5161082566657702,-0.4728977346122726
0.6863201769010983,-0.13771207201420335
0.4666151347626407,-0.5217952817058071
-0.6818030375632673,-0.1585705457186228
-0.11701383275439751,-0.6901505364368891
-0.3182683666810264,-0.6234623058134242
-0.0490054182810407,0.6982825137285769
-0.6299992338131051,-0.30512450802074303
0.03658208098072013,0.6990434545513747
0.15473482857247983,-0.6826837722010427
-0.0326697710723562,-0.6992372173004522
-0.5533681571675205,-0.4286999914077702
-0.6385861341067509,0.2867189378583052
0.656167262995556,-0.2438124750149604
0.17653648648334686,0.67737350770466
-0.34467538611257414,0.6092609278528764
0.1797828204318727,0.6765191331200922
-0.25125970090153316,0.6533517909234443
-0.3459644307295922,-0.6085298782064437
-0.16542905648036893,0.680171469022345
0.4456060163292172,-0.5398474582798416
-0.15511327180769968,-0.6825978852216805
0.694634677823439,0.08650239514098446
-0.4633255794101232,-0.5247184077810436
-0.3808940320817729,0.5872986772711899
-0.5598346567553483,-0.4202203673022303
0.6948781347991246,-0.08452442119346051
0.620311110366778,0.32436727078349764
0.6550464958208755,0.24680779629661562
-0.4888042985017056,0.501069214546509
0.6326401435530585,0.29961049508514453
-0.5725316499395864,-0.4027499345964625
0.4683342839282495,-0.520252821710189
0.3195448155518267,-0.6228090484682677
0.6943175790087476,0.08901179404680867
0.5346705222692886,0.4518046398791032
-0.1512378140531157,0.6834669879375559
0.6206571666043563,-0.32370462082375684
0.4010363786190486,0.5737332333272311
-0.5238380923482221,0.4643206359887265
0.13651699030491832,-0.6865588913983175
-0.5178127233083784,0.47103076712669284
0.21238184959713635,0.6670037106056452
-0.24646609105076248,-0.6551751414409411
0.21268683265596272,-0.6669065235959043
-0.23269888235837646,-0.6601902984361118
0.29431310795206567,-0.6351218737278662
-0.38258786985648213,0.5861966579900293
0.3276822003194941,0.6185663873779231
0.19980589157298437,-0.6708782346243801
0.12854613502026732,-0.6880958444659807
-0.24920486059024602,0.6541383167635083
0.6544931898063509,-0.24827135255020447
0.25112110499607176,0.6534050739208809
0.5165522126548703,0.4724127555447224
-0.4105883846266578,-0.5669366617265739
0.3827935705956952,0.5860623536029238
-0.5705243030945585,-0.4055884855102131
0.00360251985061355,-0.6999907298319927
0.49619377040896445,0.4937527136202249
0.309735972385191,-0.6277448744598398
-0.250179056178292,-0.6537663495850325
0.61030223030278,0.34282821891940646
-0.6461723692892684,-0.2691863093975868
-0.25704057093575106,0.6510991820706143
-0.17793480650812454,0.677007536614561
0.15607355824632388,-0.6823789595351921
-0.5079107379609235,0.48169148037306003
-0.027986758219583206,-0.6994403057905361
0.2687375874171972,-0.6463591177582197
-0.4887576354885167,-0.5011147311261904
0.35816461574033054,0.6014300524845606
0.5356311949652421,-0.4506653114896982
-0.5803569928773555,0.3913895256880964
0.5617010535777973,-0.4177223077710746
-0.6015604054560427,0.3579456363577595
0.0858233700436801,0.694718899378983
0.6611215714554171,0.2300397090858876
-0.22139586540364076,0.6640661644611725
0.047252638156479926,0.6984033134137128
0.4332142457261786,-0.549841265548429
-0.6006615169548598,0.35945200242798286
-0.4668556813109937,0.5215800732655034
-0.24735825636919115,-0.6548388297940139
0.67768421537635,0.17533996757653608
-0.3531271500537042,-0.6044015353181597
0.1079599896617514,0.6916246385375773
-0.35659057128696137,0.6023646441062411
0.2861817809740653,0.6388270409418437
0.4075531600417895,0.5691225015231356
0.41468226145670706,-0.5639491307140665
-0.5240868782671781,0.46403980866749345
-0.6163106138565312,0.3319054492589503
-0.37203764416917445,-0.5929485570612771
0.5876928076471636,-0.3802856345430286
0.026622138296380868,-0.6994935752046106
-0.1858472079289172,0.6748783707491489
0.013558396287775864,-0.6998686804609159
0.08239380846755744,-0.6951339873191437
0.10507846498298838,-0.6920682886802565
0.6859016998294748,0.13978146576365913
-0.03662807148933209,-0.6990410462762343
-0.03147406945150124,-0.69929205840776
-0.38521426108049,0.5844740995631988
0.5962917954683867,-0.3666552804162072
-0.40569245145346616,0.5704503789407778
-0.605543801520962,0.35116478245909244
0.6121424546717773,0.33953146420974156
-0.10592453501885792,-0.6919392985522925
-0.6367453664514121,0.29078400627038764
-0.38275551999515783,-0.5860872050413968
0.21902217912493374,0.6648528296182287
-0.3903284068986941,-0.5810711959544437
-0.38054501337953284,-0.5875248869554133
0.558923196544811,0.4214319166415027
-0.4802431630305438,-0.5092803789293462
-0.2919012331276967,0.6362339743353305
-0.5386398729758546,-0.44706496982044475
-0.08499138106543304,0.6948211749397036
-0.5794782340343129,0.39268941452561984
0.46175832664258104,-0.5260981351195263
-0.0593231450386102,0.697481730558391
-0.6659974458225641,0.2155165936948259
0.29289075055680414,0.6357790561494393
-0.42702366141733367,-0.5546627737551298
0.09125043151911451,0.6940269150022752
0.051661182515963876,-0.6980910558237028
0.43740513852658086,-0.5465132613126076
0.20007700294554331,-0.6707974305946088
0.19769846346976197,0.6715022840926865
0.3833560692546524,0.5856945655933834
0.49987694067436,-0.49002351390728416
0.3071484147880293,0.6290149849512336
0.4797361873589462,0.5097579725107809
0.4239837565709313,-0.5569899228567795
-0.021192413978200306,0.6996791275933394
-0.550578772456513,-0.4322765495840356
-0.6771014871454417,0.17757695826156944
-0.13681592617357485,-0.686499382625554
0.5525188195729688,0.4297940832744131
-0.5176175483706353,-0.4712452372372297
0.2904766099309747,0.6368856562076181
-0.6377753627773608,-0.28851791388786546
-0.5876437151959799,0.3803614912036522
-0.24147001204773624,0.657032901217029
-0.45933962667571004,0.5282112336607574
-0.6432562293138058,0.27608227659338164
0.04337923108876371,0.6986545944242746
0.42175432610298547,-0.558679951683803
-0.12870969305308144,-0.6880652693707054
-0.6260785090196531,-0.31309056284680326
-0.06596436743491405,-0.696884999285328
0.22960444037568492,-0.6612728642245714
-0.6364112192585407,0.29151459655025436
-0.0023645056108398954,0.6999960064980487
-0.26691125062645127,-0.6471154335116909
0.4206265008002297,-0.5595295763626391
-0.29148559310082583,0.6364245037823887
-0.4189990436574649,0.560749321367516
0.28276167719202294,0.6403482130150393
-0.20971804246394332,-0.6678460471284469
0.021416742069504544,0.6996722969784699
0.3444924568459703,-0.609364379641793
0.20583125440954803,0.6690541792023961
0.5911320889472678,-0.3749171287322566
0.07671464493175885,-0.695783632498634
0.05457033708821515,0.6978696714359197
0.38202995106281934,-0.5865604116294756
-0.1629965545485462,-0.6807584911004069
-0.22974803410656838,0.6612229887293446
-0.21422315393611766,-0.6664146159243977
-0.22700837076371677,0.6621685583015875
0.6359072245154402,0.29261237466838175
0.28931782668412337,-0.6374128922156936
-0.119185882004818,0.6897787511446939
-0.33144836800224964,-0.6165565500006023
-0.4459365535203574,0.5395744529111672
0.12105971005862867,0.6894523526687836
-0.13192874080869255,0.687455312983057
-0.2705842287622511,0.6455882396273477
0.2876628310686665,-0.6381614965050459
-0.6909278634665755,-0.1123329314382612
0.4093841126284139,0.5678068759071574
-0.5152988679256728,0.47377956553076445
-0.525797709092318,0.4621003885664564
-0.6075122788380559,0.3477482294146041
0.26992041336926054,-0.6458660623121232
0.23205573772234692,0.6604166371239729
0.1326518014782821,-0.6873161569209372
0.6297166835831982,0.3057072102796697
0.6578458658454491,0.2392463516755298
-0.5325886404677074,-0.4542569097380458
0.6817188261461002,-0.15893219333408534
-0.1418397334447972,-0.6854790223021481
-0.5193170346744668,-0.46937172635014845
-0.21325767162852627,0.6667242049690258
-0.32984881511305414,0.6174137665848682
0.18364870551681145,-0.675479942679277
0.29278366922332416,0.6358283754568737
-0.4135582199881796,0.564773935907287
-0.4705821207686313,0.5182204816609405
0.14015254509320005,-0.6858259721707093
-0.3981239118899895,-0.5757580661887524
0.0699539946216664,-0.6964958281543916
0.6977231399626244,0.056412941429214755
-0.09692129543466454,-0.693257717224458
0.20024804410144303,0.6707463908464558
-0.5710377731455195,-0.4048652388647439
-0.2526994816439436,0.6527962714177235
0.566836872862718,0.41072613693702864
-0.4797106801592947,0.509781976281142
-0.5226823346142719,0.46562128074452763
-0.3059083120399099,-0.6296190154568817
0.6720441370399514,0.1958486095692972
0.1698524284645696,0.6790803726693094
0.6807291091816813,-0.1631192199365684
0.14653959108174713,0.6844896991522913
0.033246254287536976,-0.6992100446760247
-0.04401371838869081,0.6986149100853781
-0.21195568284090388,0.6671392572105513
0.43438958630569785,0.5489131874068655
0.047645687776499156,-0.6983766093135596
-0.6716305491379351,0.19726227582757866
-0.641332147277276,0.28052286336182697
0.44133225186245567,-0.5433468905460065
-0.5530718223914683,0.429082229038421
-0.47471150066005563,-0.5144404641365976
-0.5303381197497478,-0.4568823467155435
-0.5030762353913398,-0.48673843220407115
